Jam,Menit,Hari_Jumat,Hari_Kamis,Hari_Minggu,Hari_Rabu,Hari_Sabtu,Hari_Selasa,Hari_Senin,Motor,Mobil,Bus,Truk,Total_Kendaraan,Label_S1,Label_S2
18,50,0,1,0,0,0,0,0,15,99,0,0,114,Sedang,Sedang
18,60,0,1,0,0,0,0,0,28,94,0,0,122,Sedang,Sedang
19,10,0,1,0,0,0,0,0,13,68,1,0,82,Tinggi,Tinggi
19,20,0,1,0,0,0,0,0,28,68,2,0,98,Rendah,Rendah
19,30,0,1,0,0,0,0,0,26,83,2,0,111,Sedang,Sedang
19,40,0,1,0,0,0,0,0,17,62,0,0,79,Rendah,Sedang
19,50,0,1,0,0,0,0,0,19,86,0,0,105,Rendah,Rendah
19,60,0,1,0,0,0,0,0,24,69,1,0,94,Sedang,Sedang
6,10,1,0,0,0,0,0,0,289,61,3,4,357,Rendah,Rendah
6,20,1,0,0,0,0,0,0,425,74,1,0,500,Rendah,Rendah
6,30,1,0,0,0,0,0,0,485,72,3,0,560,Rendah,Rendah
6,40,1,0,0,0,0,0,0,666,90,8,2,766,Rendah,Rendah
6,50,1,0,0,0,0,0,0,579,99,4,1,683,Rendah,Rendah
6,60,1,0,0,0,0,0,0,675,96,8,2,781,Rendah,Rendah
7,10,1,0,0,0,0,0,0,678,110,7,1,796,Rendah,Sedang
7,20,1,0,0,0,0,0,0,815,104,8,5,932,Rendah,Sedang
7,50,1,0,0,0,0,0,0,782,131,9,3,925,Rendah,Sedang
6,30,0,0,0,0,1,0,0,397,69,5,1,472,Rendah,Rendah
6,40,0,0,0,0,1,0,0,397,77,4,2,480,Rendah,Rendah
6,50,0,0,0,0,1,0,0,411,89,5,3,508,Rendah,Rendah
6,60,0,0,0,0,1,0,0,447,81,2,1,531,Rendah,Rendah
7,10,0,0,0,0,1,0,0,477,86,11,1,575,Rendah,Rendah
7,20,0,0,0,0,1,0,0,423,94,6,1,524,Rendah,Rendah
7,30,0,0,0,0,1,0,0,485,118,7,3,613,Sedang,Sedang
7,40,0,0,0,0,1,0,0,493,97,5,4,599,Rendah,Rendah
7,50,0,0,0,0,1,0,0,582,117,8,2,709,Sedang,Sedang
7,60,0,0,0,0,1,0,0,663,136,4,2,805,Sedang,Sedang
8,10,0,0,0,0,1,0,0,571,141,12,2,726,Sedang,Sedang
8,20,0,0,0,0,1,0,0,533,128,8,4,673,Sedang,Sedang
8,30,0,0,0,0,1,0,0,601,179,12,2,794,Rendah,Sedang
8,40,0,0,0,0,1,0,0,615,189,12,4,820,Rendah,Sedang
8,50,0,0,0,0,1,0,0,556,141,6,2,705,Rendah,Sedang
8,60,0,0,0,0,1,0,0,534,152,6,5,697,Rendah,Sedang
15,10,0,0,0,0,1,0,0,426,259,8,2,695,Rendah,Rendah
15,20,0,0,0,0,1,0,0,517,208,4,2,731,Rendah,Rendah
15,30,0,0,0,0,1,0,0,620,261,9,7,897,Rendah,Rendah
15,40,0,0,0,0,1,0,0,723,255,6,5,989,Rendah,Rendah
15,50,0,0,0,0,1,0,0,613,259,5,11,888,Rendah,Rendah
15,60,0,0,0,0,1,0,0,639,276,3,3,921,Rendah,Rendah
16,10,0,0,0,0,1,0,0,719,271,8,3,1001,Rendah,Rendah
16,20,0,0,0,0,1,0,0,688,263,4,7,962,Rendah,Rendah
16,30,0,0,0,0,1,0,0,637,236,4,3,880,Rendah,Rendah
16,40,0,0,0,0,1,0,0,812,216,4,5,1037,Rendah,Rendah
16,50,0,0,0,0,1,0,0,629,249,6,1,885,Rendah,Rendah
16,60,0,0,0,0,1,0,0,545,237,3,1,786,Rendah,Rendah
17,10,0,0,0,0,1,0,0,503,238,3,5,749,Rendah,Sedang
17,20,0,0,0,0,1,0,0,374,247,2,2,625,Rendah,Rendah
17,30,0,0,0,0,1,0,0,249,221,4,0,474,Rendah,Sedang
17,40,0,0,0,0,1,0,0,37,165,0,0,202,Sedang,Sedang
17,50,0,0,0,0,1,0,0,26,123,1,0,150,Sedang,Sedang
17,60,0,0,0,0,1,0,0,16,111,0,0,127,Rendah,Rendah
18,10,0,0,0,0,1,0,0,19,92,0,0,111,Sedang,Sedang
18,20,0,0,0,0,1,0,0,18,77,2,0,97,Sedang,Sedang
18,30,0,0,0,0,1,0,0,22,86,0,0,108,Rendah,Rendah
18,40,0,0,0,0,1,0,0,23,98,0,0,121,Sedang,Sedang
18,50,0,0,0,0,1,0,0,33,91,0,0,124,Sedang,Sedang
18,60,0,0,0,0,1,0,0,24,101,1,0,126,Sedang,Sedang
19,10,0,0,0,0,1,0,0,22,81,0,0,103,Sedang,Sedang
19,20,0,0,0,0,1,0,0,14,97,0,0,111,Rendah,Rendah
19,30,0,0,0,0,1,0,0,14,107,1,0,122,Sedang,Sedang
19,40,0,0,0,0,1,0,0,20,68,0,0,88,Sedang,Sedang
19,50,0,0,0,0,1,0,0,17,106,0,0,123,Sedang,Sedang
19,60,0,0,0,0,1,0,0,21,120,0,0,141,Sedang,Sedang
6,10,0,0,1,0,0,0,0,336,88,7,3,434,Rendah,Rendah
6,20,0,0,1,0,0,0,0,371,100,6,1,478,Rendah,Rendah
6,30,0,0,1,0,0,0,0,411,112,8,0,531,Rendah,Rendah
6,40,0,0,1,0,0,0,0,473,122,8,2,605,Rendah,Rendah
6,50,0,0,1,0,0,0,0,417,113,4,1,535,Rendah,Rendah
6,60,0,0,1,0,0,0,0,386,123,10,0,519,Rendah,Rendah
7,10,0,0,1,0,0,0,0,344,116,3,1,464,Rendah,Rendah
7,20,0,0,1,0,0,0,0,313,100,5,1,419,Rendah,Rendah
7,30,0,0,1,0,0,0,0,317,128,10,4,459,Rendah,Rendah
7,40,0,0,1,0,0,0,0,251,129,8,1,389,Rendah,Rendah
7,50,0,0,1,0,0,0,0,302,160,4,0,466,Rendah,Rendah
7,60,0,0,1,0,0,0,0,394,184,5,3,586,Rendah,Rendah
8,10,0,0,1,0,0,0,0,402,171,8,3,584,Sedang,Sedang
8,20,0,0,1,0,0,0,0,347,154,10,0,511,Rendah,Rendah
8,30,0,0,1,0,0,0,0,395,190,9,0,594,Rendah,Rendah
8,40,0,0,1,0,0,0,0,450,206,10,0,666,Rendah,Rendah
8,50,0,0,1,0,0,0,0,523,195,5,1,724,Rendah,Rendah
8,60,0,0,1,0,0,0,0,585,224,4,3,816,Sedang,Sedang
15,10,0,0,1,0,0,0,0,443,214,13,3,673,Sedang,Sedang
15,20,0,0,1,0,0,0,0,516,231,14,1,762,Sedang,Sedang
15,30,0,0,1,0,0,0,0,570,178,6,0,754,Sedang,Sedang
15,40,0,0,1,0,0,0,0,496,246,11,0,753,Sedang,Sedang
15,50,0,0,1,0,0,0,0,515,228,6,0,749,Rendah,Rendah
15,60,0,0,1,0,0,0,0,602,231,11,1,845,Sedang,Sedang
16,10,0,0,1,0,0,0,0,515,203,7,0,725,Rendah,Rendah
16,20,0,0,1,0,0,0,0,502,210,3,1,716,Rendah,Rendah
16,30,0,0,1,0,0,0,0,606,218,8,2,834,Sedang,Sedang
16,40,0,0,1,0,0,0,0,506,194,6,0,706,Sedang,Sedang
16,50,0,0,1,0,0,0,0,590,242,8,1,841,Sedang,Sedang
16,60,0,0,1,0,0,0,0,438,197,2,2,639,Rendah,Rendah
17,10,0,0,1,0,0,0,0,447,202,9,3,661,Sedang,Sedang
17,20,0,0,1,0,0,0,0,424,199,8,1,632,Rendah,Rendah
17,30,0,0,1,0,0,0,0,291,219,6,3,519,Sedang,Sedang
17,40,0,0,1,0,0,0,0,120,161,0,1,282,Rendah,Rendah
17,50,0,0,1,0,0,0,0,33,142,1,0,176,Tinggi,Tinggi
17,60,0,0,1,0,0,0,0,13,73,0,0,86,Rendah,Rendah
18,10,0,0,1,0,0,0,0,20,70,1,0,91,Sedang,Sedang
18,20,0,0,1,0,0,0,0,25,82,0,0,107,Rendah,Sedang
18,30,0,0,1,0,0,0,0,20,83,0,0,103,Rendah,Sedang
18,40,0,0,1,0,0,0,0,23,81,0,0,104,Sedang,Sedang
18,50,0,0,1,0,0,0,0,15,106,1,0,122,Rendah,Sedang
18,60,0,0,1,0,0,0,0,12,63,1,0,76,Rendah,Sedang
19,10,0,0,1,0,0,0,0,24,87,0,0,111,Sedang,Sedang
19,20,0,0,1,0,0,0,0,23,100,0,0,123,Rendah,Sedang
19,30,0,0,1,0,0,0,0,19,90,0,0,109,Rendah,Sedang
19,40,0,0,1,0,0,0,0,21,82,2,0,105,Sedang,Sedang
19,50,0,0,1,0,0,0,0,18,87,0,0,105,Sedang,Sedang
19,60,0,0,1,0,0,0,0,28,111,2,0,141,Rendah,Rendah
